t,V
0.6088056680161942,-1.7090789473684211
0.6181503036437248,-1.7120394736842106
0.6341143724696345,-1.7071052631578947
0.6341523279352226,-1.708092105263158
0.6427656882591097,-1.7120394736842106
0.6428820850202424,-1.7150657894736843
0.6466118421052629,-1.7120394736842106
0.6520748987854244,-1.714078947368421
0.6543446356275304,-1.7130921052631578
0.6612272267206474,-1.7120394736842106
0.6658046558704458,-1.7110526315789474
0.6691902834008092,-1.7190789473684212
0.6706148785425092,-1.7161184210526317
0.6754200404858288,-1.7210526315789474
0.6906148785425112,-1.7161184210526317
0.6998456477732791,-1.7161184210526317
0.7090764170040467,-1.7161184210526317
0.7146128542510113,-1.7200657894736842
0.7184590080971667,-1.7200657894736842
0.7223836032388664,-1.7221052631578948
0.7283071862348127,-1.7161184210526317
0.7316143724696342,-1.7221052631578948
0.7381503036437238,-1.7320394736842106
0.7484969635627532,-1.7210526315789474
0.779111842105263,-1.7170394736842105
0.7854984817813766,-1.7230921052631578
0.7884969635627526,-1.7210526315789474
0.7948026315789474,-1.725
0.803765182186235,-1.7180263157894737
0.8051138663967612,-1.7130921052631578
0.8129225708502028,-1.7161184210526317
0.8168421052631578,-1.7180263157894737
0.8219964574898784,-1.7120394736842106
0.8265384615384608,-1.7101315789473683
0.831110829959514,-1.7090131578947367
0.8344610323886645,-1.7161184210526317
0.8359564777327937,-1.715
0.8434185222672059,-1.7090131578947367
0.8506123481781378,-1.7160526315789473
0.8534969635627523,-1.7110526315789474
0.8604984817813763,-1.7130921052631578
0.8692687246963602,-1.7011184210526316
0.878112348178137,-1.7110526315789474
0.8801897773279348,-1.7050657894736843
0.8871508097165988,-1.7060526315789473
0.8939574898785441,-1.7030263157894736
0.9024974696356267,-1.7050657894736843
0.9047267206477732,-1.7030263157894736
0.9168041497975707,-1.6970394736842105
0.9250354251012145,-1.6910526315789474
0.9298456477732795,-1.6961184210526317
0.9336918016194329,-1.6961184210526317
0.9444964574898784,-1.6970394736842105
0.9506503036437246,-1.6970394736842105
0.9513056680161951,-1.694078947368421
0.9534590080971652,-1.6900657894736841
0.9596912955465582,-1.6921052631578948
0.9625759109311742,-1.6871052631578947
0.9695748987854249,-1.6890789473684211
0.9901518218623464,-1.684078947368421
0.9978441295546558,-1.684078947368421
1.0010728744939268,-1.6880263157894737
